Date,Item Code,Wholesale Price (RMB/kg)
03-07-2020,1.029E+14,5.31
03-07-2020,1.029E+14,6.21
03-07-2020,1.029E+14,5.61
03-07-2020,1.029E+14,4.05
03-07-2020,1.029E+14,10.05
03-07-2020,1.029E+14,3.6
03-07-2020,1.029E+14,6.23
03-07-2020,1.029E+14,12.2
03-07-2020,1.029E+14,6.32
03-07-2020,1.029E+14,6.58
03-07-2020,1.029E+14,7
03-07-2020,1.029E+14,6.88
03-07-2020,1.029E+14,11.75
03-07-2020,1.029E+14,4.47
03-07-2020,1.029E+14,4.81
03-07-2020,1.029E+14,8.07
03-07-2020,1.029E+14,4.74
04-07-2020,1.029E+14,5.77
04-07-2020,1.029E+14,3.46
04-07-2020,1.029E+14,9.16
04-07-2020,1.029E+14,6.56
04-07-2020,1.029E+14,3.53
04-07-2020,1.029E+14,4.28
04-07-2020,1.029E+14,2.21
04-07-2020,1.029E+14,3.75
04-07-2020,1.029E+14,4.41
04-07-2020,1.029E+14,5.42
04-07-2020,1.029E+14,3.94
04-07-2020,1.029E+14,1.98
04-07-2020,1.029E+14,12
04-07-2020,1.029E+14,4.05
04-07-2020,1.029E+14,9.27
04-07-2020,1.029E+14,4.01
04-07-2020,1.029E+14,7.79
04-07-2020,1.029E+14,5.9
04-07-2020,1.029E+14,5.16
04-07-2020,1.029E+14,7.43
04-07-2020,1.029E+14,5.41
04-07-2020,1.029E+14,4.09
04-07-2020,1.029E+14,10.08
04-07-2020,1.029E+14,7.23
04-07-2020,1.029E+14,12.08
04-07-2020,1.029E+14,6
04-07-2020,1.029E+14,6
04-07-2020,1.029E+14,7.37
04-07-2020,1.029E+14,7.21
04-07-2020,1.029E+14,4.44
04-07-2020,1.029E+14,4.71
04-07-2020,1.029E+14,25.48
04-07-2020,1.029E+14,6.09
04-07-2020,1.029E+14,4.63
05-07-2020,1.029E+14,3.48
05-07-2020,1.029E+14,5.77
05-07-2020,1.029E+14,3.45
05-07-2020,1.029E+14,10
05-07-2020,1.029E+14,6.56
05-07-2020,1.029E+14,4.04
05-07-2020,1.029E+14,4.31
05-07-2020,1.029E+14,2.2
05-07-2020,1.029E+14,3.75
05-07-2020,1.029E+14,4.35
05-07-2020,1.029E+14,5.44
05-07-2020,1.029E+14,4.24
05-07-2020,1.029E+14,2.04
05-07-2020,1.029E+14,12
05-07-2020,1.029E+14,4.05
05-07-2020,1.029E+14,9.47
05-07-2020,1.029E+14,7.9
05-07-2020,1.029E+14,5.83
05-07-2020,1.029E+14,5.16
05-07-2020,1.029E+14,8.35
05-07-2020,1.029E+14,5.42
05-07-2020,1.029E+14,4.1
05-07-2020,1.029E+14,3.6
05-07-2020,1.029E+14,7.23
05-07-2020,1.029E+14,11.67
05-07-2020,1.029E+14,6.16
05-07-2020,1.029E+14,7.95
05-07-2020,1.029E+14,7.3
05-07-2020,1.029E+14,1.63
05-07-2020,1.029E+14,7.03
05-07-2020,1.029E+14,4.44
05-07-2020,1.029E+14,8.1
05-07-2020,1.029E+14,4.93
05-07-2020,1.029E+14,6.3
05-07-2020,1.029E+14,4.75
06-07-2020,1.029E+14,3.35
06-07-2020,1.029E+14,6.48
06-07-2020,1.029E+14,3.18
06-07-2020,1.029E+14,9.23
06-07-2020,1.029E+14,6.25
06-07-2020,1.029E+14,4.55
06-07-2020,1.029E+14,4.21
06-07-2020,1.029E+14,2.2
06-07-2020,1.029E+14,3.65
06-07-2020,1.029E+14,4.41
06-07-2020,1.029E+14,5.41
06-07-2020,1.029E+14,4.49
06-07-2020,1.029E+14,2.05
06-07-2020,1.029E+14,12
06-07-2020,1.029E+14,4.06
06-07-2020,1.029E+14,9.48
06-07-2020,1.029E+14,7.89
06-07-2020,1.029E+14,5.82
06-07-2020,1.029E+14,4.98
06-07-2020,1.029E+14,8.44
06-07-2020,1.029E+14,5.45
06-07-2020,1.029E+14,4.06
06-07-2020,1.029E+14,10.09
06-07-2020,1.029E+14,3.6
06-07-2020,1.029E+14,7.38
06-07-2020,1.029E+14,11.68
06-07-2020,1.029E+14,6.14
06-07-2020,1.029E+14,8.16
06-07-2020,1.029E+14,8.05
06-07-2020,1.029E+14,1.64
06-07-2020,1.029E+14,9.17
06-07-2020,1.029E+14,4.44
06-07-2020,1.029E+14,5.27
06-07-2020,1.029E+14,5.6
06-07-2020,1.029E+14,6.42
06-07-2020,1.029E+14,5.31
07-07-2020,1.029E+14,3.26
07-07-2020,1.029E+14,6.92
07-07-2020,1.029E+14,3.18
07-07-2020,1.029E+14,9.9
07-07-2020,1.029E+14,6.25
07-07-2020,1.029E+14,4.65
07-07-2020,1.029E+14,4.21
07-07-2020,1.029E+14,2.2
07-07-2020,1.029E+14,3.73
07-07-2020,1.029E+14,4.6
07-07-2020,1.029E+14,5.48
07-07-2020,1.029E+14,4.75
07-07-2020,1.029E+14,2.05
07-07-2020,1.029E+14,12
07-07-2020,1.029E+14,4.05
07-07-2020,1.029E+14,9.16
07-07-2020,1.029E+14,8
07-07-2020,1.029E+14,7.88
07-07-2020,1.029E+14,5.8
07-07-2020,1.029E+14,4.75
07-07-2020,1.029E+14,8.46
07-07-2020,1.029E+14,5.46
07-07-2020,1.029E+14,4.07
07-07-2020,1.029E+14,10.05
07-07-2020,1.029E+14,3.6
07-07-2020,1.029E+14,6.19
07-07-2020,1.029E+14,11.69
07-07-2020,1.029E+14,6.13
07-07-2020,1.029E+14,8.08
07-07-2020,1.029E+14,10.56
07-07-2020,1.029E+14,1.64
07-07-2020,1.029E+14,4.32
07-07-2020,1.029E+14,9.42
07-07-2020,1.029E+14,4.44
07-07-2020,1.029E+14,5.44
07-07-2020,1.029E+14,6.6
07-07-2020,1.029E+14,5.31
08-07-2020,1.029E+14,3.24
08-07-2020,1.029E+14,6.92
08-07-2020,1.029E+14,3.02
08-07-2020,1.029E+14,10.42
08-07-2020,1.029E+14,4.59
08-07-2020,1.029E+14,6.25
08-07-2020,1.029E+14,4.78
08-07-2020,1.029E+14,4.21
08-07-2020,1.029E+14,2.2
08-07-2020,1.029E+14,3.75
08-07-2020,1.029E+14,4.77
08-07-2020,1.029E+14,5.62
08-07-2020,1.029E+14,5.23
08-07-2020,1.029E+14,2.04
08-07-2020,1.029E+14,12
08-07-2020,1.029E+14,4.05
08-07-2020,1.029E+14,9.09
08-07-2020,1.029E+14,4.39
08-07-2020,1.029E+14,9
08-07-2020,1.029E+14,7.87
08-07-2020,1.029E+14,6.2
08-07-2020,1.029E+14,4.75
08-07-2020,1.029E+14,8.42
08-07-2020,1.029E+14,5.47
08-07-2020,1.029E+14,4.11
08-07-2020,1.029E+14,10.04
08-07-2020,1.029E+14,3.6
08-07-2020,1.029E+14,4.34
08-07-2020,1.029E+14,11.54
08-07-2020,1.029E+14,6.13
08-07-2020,1.029E+14,7.55
08-07-2020,1.029E+14,12.22
08-07-2020,1.029E+14,9.81
08-07-2020,1.029E+14,4.44
08-07-2020,1.029E+14,5.27
08-07-2020,1.029E+14,7.17
08-07-2020,1.029E+14,5.31
09-07-2020,1.029E+14,3.08
09-07-2020,1.029E+14,7.06
09-07-2020,1.029E+14,2.84
09-07-2020,1.029E+14,10.42
09-07-2020,1.029E+14,6.25
09-07-2020,1.029E+14,4.77
09-07-2020,1.029E+14,4.22
09-07-2020,1.029E+14,2.15
09-07-2020,1.029E+14,3.75
09-07-2020,1.029E+14,4.81
09-07-2020,1.029E+14,5.52
09-07-2020,1.029E+14,5.3
09-07-2020,1.029E+14,2.04
09-07-2020,1.029E+14,12
09-07-2020,1.029E+14,4.05
09-07-2020,1.029E+14,9.03
09-07-2020,1.029E+14,4.46
09-07-2020,1.029E+14,7.85
09-07-2020,1.029E+14,6.26
09-07-2020,1.029E+14,4.75
09-07-2020,1.029E+14,7.92
09-07-2020,1.029E+14,5.47
09-07-2020,1.029E+14,4.09
09-07-2020,1.029E+14,10.03
09-07-2020,1.029E+14,3.6
09-07-2020,1.029E+14,4.34
09-07-2020,1.029E+14,10.2
09-07-2020,1.029E+14,6.12
09-07-2020,1.029E+14,7.25
09-07-2020,1.029E+14,12.24
09-07-2020,1.029E+14,9.8
09-07-2020,1.029E+14,4.44
09-07-2020,1.029E+14,4.07
09-07-2020,1.029E+14,5.21
09-07-2020,1.029E+14,7.26
09-07-2020,1.029E+14,5.31
10-07-2020,1.029E+14,2.41
10-07-2020,1.029E+14,7.07
10-07-2020,1.029E+14,2.62
10-07-2020,1.029E+14,10.43
10-07-2020,1.029E+14,6.25
10-07-2020,1.029E+14,2.01
10-07-2020,1.029E+14,4.76
10-07-2020,1.029E+14,4.23
10-07-2020,1.029E+14,2.1
10-07-2020,1.029E+14,3.75
10-07-2020,1.029E+14,4.83
10-07-2020,1.029E+14,5.51
10-07-2020,1.029E+14,5.5
10-07-2020,1.029E+14,2.1
10-07-2020,1.029E+14,12
10-07-2020,1.029E+14,4.05
10-07-2020,1.029E+14,8.82
10-07-2020,1.029E+14,4.46
10-07-2020,1.029E+14,9
10-07-2020,1.029E+14,7.86
10-07-2020,1.029E+14,6.11
10-07-2020,1.029E+14,5.42
10-07-2020,1.029E+14,7.35
10-07-2020,1.029E+14,7.88
10-07-2020,1.029E+14,5.44
10-07-2020,1.029E+14,4.06
10-07-2020,1.029E+14,9.94
10-07-2020,1.029E+14,3.6
10-07-2020,1.029E+14,10.2
10-07-2020,1.029E+14,6.11
10-07-2020,1.029E+14,7.32
10-07-2020,1.029E+14,9.81
10-07-2020,1.029E+14,5.29
10-07-2020,1.029E+14,8.11
10-07-2020,1.029E+14,4.7
10-07-2020,1.029E+14,7.87
10-07-2020,1.029E+14,5.31
10-07-2020,1.06956E+14,1.96
11-07-2020,1.029E+14,2.38
11-07-2020,1.029E+14,7.03
11-07-2020,1.029E+14,2.37
11-07-2020,1.029E+14,10.38
11-07-2020,1.029E+14,6.25
11-07-2020,1.029E+14,4.77
11-07-2020,1.029E+14,4.24
11-07-2020,1.029E+14,2.1
11-07-2020,1.029E+14,3.75
11-07-2020,1.029E+14,6.6
11-07-2020,1.029E+14,5.42
11-07-2020,1.029E+14,2.19
11-07-2020,1.029E+14,12
11-07-2020,1.029E+14,4.13
11-07-2020,1.029E+14,8.91
11-07-2020,1.029E+14,9
11-07-2020,1.029E+14,7.86
11-07-2020,1.029E+14,6.37
11-07-2020,1.029E+14,5.64
11-07-2020,1.029E+14,8.3
11-07-2020,1.029E+14,5.41
11-07-2020,1.029E+14,4.04
11-07-2020,1.029E+14,10
11-07-2020,1.029E+14,3.6
11-07-2020,1.029E+14,4.72
11-07-2020,1.029E+14,10.2
11-07-2020,1.029E+14,6.11
11-07-2020,1.029E+14,7.51
11-07-2020,1.029E+14,11.9
11-07-2020,1.029E+14,4.32
11-07-2020,1.029E+14,10.61
11-07-2020,1.029E+14,5.05
11-07-2020,1.029E+14,8.1
11-07-2020,1.029E+14,3.86
11-07-2020,1.029E+14,8.15
11-07-2020,1.029E+14,5.31
12-07-2020,1.029E+14,2.39
12-07-2020,1.029E+14,6.92
12-07-2020,1.029E+14,2.24
12-07-2020,1.029E+14,10.39
12-07-2020,1.029E+14,6.25
12-07-2020,1.029E+14,4.86
12-07-2020,1.029E+14,4.43
12-07-2020,1.029E+14,2.1
12-07-2020,1.029E+14,3.75
12-07-2020,1.029E+14,4.94
12-07-2020,1.029E+14,5.56
12-07-2020,1.029E+14,5.05
12-07-2020,1.029E+14,2.22
12-07-2020,1.029E+14,12
12-07-2020,1.029E+14,4.25
12-07-2020,1.029E+14,8.49
12-07-2020,1.029E+14,9
12-07-2020,1.029E+14,7.81
12-07-2020,1.029E+14,6.72
12-07-2020,1.029E+14,6.08
12-07-2020,1.029E+14,7.83
12-07-2020,1.029E+14,5.41
12-07-2020,1.029E+14,4.05
12-07-2020,1.029E+14,10.01
12-07-2020,1.029E+14,3.6
12-07-2020,1.029E+14,7.38
12-07-2020,1.029E+14,10.19
12-07-2020,1.029E+14,6.08
12-07-2020,1.029E+14,6.27
12-07-2020,1.029E+14,11.37
12-07-2020,1.029E+14,4.26
12-07-2020,1.029E+14,11.06
12-07-2020,1.029E+14,4.94
12-07-2020,1.029E+14,5.34
12-07-2020,1.029E+14,3.48
12-07-2020,1.029E+14,24.05
12-07-2020,1.029E+14,7.91
12-07-2020,1.029E+14,5.31
12-07-2020,1.06956E+14,2.07
13-07-2020,1.029E+14,6.92
13-07-2020,1.029E+14,2.17
13-07-2020,1.029E+14,10.35
13-07-2020,1.029E+14,6.25
13-07-2020,1.029E+14,4.92
13-07-2020,1.029E+14,4.25
13-07-2020,1.029E+14,2.1
13-07-2020,1.029E+14,3.75
13-07-2020,1.029E+14,5.24
13-07-2020,1.029E+14,5.5
13-07-2020,1.029E+14,5.42
13-07-2020,1.029E+14,2.2
13-07-2020,1.029E+14,12
13-07-2020,1.029E+14,3.75
13-07-2020,1.029E+14,8.29
13-07-2020,1.029E+14,9
13-07-2020,1.029E+14,7.84
13-07-2020,1.029E+14,6.9
13-07-2020,1.029E+14,5.86
13-07-2020,1.029E+14,8.8
13-07-2020,1.029E+14,5.4
13-07-2020,1.029E+14,4.05
13-07-2020,1.029E+14,10.03
13-07-2020,1.029E+14,3.6
13-07-2020,1.029E+14,7.09
13-07-2020,1.029E+14,10.18
13-07-2020,1.029E+14,6.06
13-07-2020,1.029E+14,6.27
13-07-2020,1.029E+14,11.36
13-07-2020,1.029E+14,3.76
13-07-2020,1.029E+14,4.97
13-07-2020,1.029E+14,4.28
13-07-2020,1.029E+14,3.33
13-07-2020,1.029E+14,7.8
13-07-2020,1.029E+14,5.31
14-07-2020,1.029E+14,6.92
14-07-2020,1.029E+14,1.76
14-07-2020,1.029E+14,10.35
14-07-2020,1.029E+14,6
14-07-2020,1.029E+14,4.88
14-07-2020,1.029E+14,4.27
14-07-2020,1.029E+14,1.91
14-07-2020,1.029E+14,3.75
14-07-2020,1.029E+14,5.06
14-07-2020,1.029E+14,5.9
14-07-2020,1.029E+14,5.67
14-07-2020,1.029E+14,2.16
14-07-2020,1.029E+14,12
14-07-2020,1.029E+14,3.75
14-07-2020,1.029E+14,7.79
14-07-2020,1.029E+14,8
14-07-2020,1.029E+14,7.8
14-07-2020,1.029E+14,7.32
14-07-2020,1.029E+14,5.35
14-07-2020,1.029E+14,11.45
14-07-2020,1.029E+14,5.24
14-07-2020,1.029E+14,4
14-07-2020,1.029E+14,9.94
14-07-2020,1.029E+14,3.2
14-07-2020,1.029E+14,4.94
14-07-2020,1.029E+14,9.84
14-07-2020,1.029E+14,6.05
14-07-2020,1.029E+14,6.4
14-07-2020,1.029E+14,12.22
14-07-2020,1.029E+14,3.64
14-07-2020,1.029E+14,5
14-07-2020,1.029E+14,4.27
14-07-2020,1.029E+14,2.97
14-07-2020,1.029E+14,1.7
14-07-2020,1.029E+14,6.84
14-07-2020,1.029E+14,5.31
14-07-2020,1.06956E+14,2.04
15-07-2020,1.029E+14,6.91
15-07-2020,1.029E+14,1.77
15-07-2020,1.029E+14,5.7
15-07-2020,1.029E+14,4.91
15-07-2020,1.029E+14,4.26
15-07-2020,1.029E+14,1.52
15-07-2020,1.029E+14,3.75
15-07-2020,1.029E+14,5.04
15-07-2020,1.029E+14,6.36
15-07-2020,1.029E+14,5.69
15-07-2020,1.029E+14,2.49
15-07-2020,1.029E+14,12
15-07-2020,1.029E+14,4.22
15-07-2020,1.029E+14,7.76
15-07-2020,1.029E+14,8
15-07-2020,1.029E+14,7.81
15-07-2020,1.029E+14,7.97
15-07-2020,1.029E+14,5.59
15-07-2020,1.029E+14,11.9
15-07-2020,1.029E+14,5.24
15-07-2020,1.029E+14,4.03
15-07-2020,1.029E+14,9.96
15-07-2020,1.029E+14,3.2
15-07-2020,1.029E+14,4.46
15-07-2020,1.029E+14,9.86
15-07-2020,1.029E+14,6.07
15-07-2020,1.029E+14,6.38
15-07-2020,1.029E+14,11.65
15-07-2020,1.029E+14,3.65
15-07-2020,1.029E+14,5
15-07-2020,1.029E+14,4.19
15-07-2020,1.029E+14,2.87
15-07-2020,1.029E+14,1.7
15-07-2020,1.029E+14,7.06
15-07-2020,1.029E+14,5.31
15-07-2020,1.06956E+14,2.05
16-07-2020,1.029E+14,6.8
16-07-2020,1.029E+14,1.76
16-07-2020,1.029E+14,10.83
16-07-2020,1.029E+14,5.67
16-07-2020,1.029E+14,4.47
16-07-2020,1.029E+14,4.26
16-07-2020,1.029E+14,1.4
16-07-2020,1.029E+14,3.75
16-07-2020,1.029E+14,5.04
16-07-2020,1.029E+14,7.5
16-07-2020,1.029E+14,5.66
16-07-2020,1.029E+14,2.46
16-07-2020,1.029E+14,12
16-07-2020,1.029E+14,4.25
16-07-2020,1.029E+14,7.74
16-07-2020,1.029E+14,8
16-07-2020,1.029E+14,7.82
16-07-2020,1.029E+14,8.46
16-07-2020,1.029E+14,5.56
16-07-2020,1.029E+14,12.51
16-07-2020,1.029E+14,5.26
16-07-2020,1.029E+14,4.07
16-07-2020,1.029E+14,9.97
16-07-2020,1.029E+14,3.2
16-07-2020,1.029E+14,4.45
16-07-2020,1.029E+14,10.09
16-07-2020,1.029E+14,6.05
16-07-2020,1.029E+14,6.24
16-07-2020,1.029E+14,11.3
16-07-2020,1.029E+14,3.1
16-07-2020,1.029E+14,3.65
16-07-2020,1.029E+14,5
16-07-2020,1.029E+14,4.7
16-07-2020,1.029E+14,2.82
16-07-2020,1.029E+14,7.58
16-07-2020,1.029E+14,5.31
16-07-2020,1.06956E+14,2.03
17-07-2020,1.029E+14,3.26
17-07-2020,1.029E+14,6.8
17-07-2020,1.029E+14,1.76
17-07-2020,1.029E+14,10.95
17-07-2020,1.029E+14,5.67
17-07-2020,1.029E+14,4.4
17-07-2020,1.029E+14,4.27
17-07-2020,1.029E+14,1.4
17-07-2020,1.029E+14,3.75
17-07-2020,1.029E+14,5.03
17-07-2020,1.029E+14,7.58
17-07-2020,1.029E+14,5.14
17-07-2020,1.029E+14,2.45
17-07-2020,1.029E+14,12
17-07-2020,1.029E+14,4.74
17-07-2020,1.029E+14,7.72
17-07-2020,1.029E+14,8
17-07-2020,1.029E+14,7.78
17-07-2020,1.029E+14,8.86
17-07-2020,1.029E+14,5.23
17-07-2020,1.029E+14,12.96
17-07-2020,1.029E+14,5.42
17-07-2020,1.029E+14,4.08
17-07-2020,1.029E+14,9.96
17-07-2020,1.029E+14,3.2
17-07-2020,1.029E+14,4.37
17-07-2020,1.029E+14,10.28
17-07-2020,1.029E+14,6.03
17-07-2020,1.029E+14,6.24
17-07-2020,1.029E+14,11.37
17-07-2020,1.029E+14,3.08
17-07-2020,1.029E+14,3.53
17-07-2020,1.029E+14,5
17-07-2020,1.029E+14,5.16
17-07-2020,1.029E+14,3.22
17-07-2020,1.029E+14,7.56
17-07-2020,1.029E+14,5.31
17-07-2020,1.06956E+14,2.03
18-07-2020,1.029E+14,3.22
18-07-2020,1.029E+14,6.8
18-07-2020,1.029E+14,1.76
18-07-2020,1.029E+14,10.85
18-07-2020,1.029E+14,5.38
18-07-2020,1.029E+14,4.37
18-07-2020,1.029E+14,4.35
18-07-2020,1.029E+14,1.4
18-07-2020,1.029E+14,3.75
18-07-2020,1.029E+14,4.96
18-07-2020,1.029E+14,8.3
18-07-2020,1.029E+14,5.14
18-07-2020,1.029E+14,2.55
18-07-2020,1.029E+14,12
18-07-2020,1.029E+14,5.02
18-07-2020,1.029E+14,7.75
18-07-2020,1.029E+14,8
18-07-2020,1.029E+14,7.79
18-07-2020,1.029E+14,8.93
18-07-2020,1.029E+14,5.02
18-07-2020,1.029E+14,13.74
18-07-2020,1.029E+14,5.45
18-07-2020,1.029E+14,4.08
18-07-2020,1.029E+14,9.91
18-07-2020,1.029E+14,2.83
18-07-2020,1.029E+14,5.73
18-07-2020,1.029E+14,10.43
18-07-2020,1.029E+14,6.05
18-07-2020,1.029E+14,6.12
18-07-2020,1.029E+14,12
18-07-2020,1.029E+14,3.09
18-07-2020,1.029E+14,5
18-07-2020,1.029E+14,4.55
18-07-2020,1.029E+14,3.21
18-07-2020,1.029E+14,6.72
18-07-2020,1.029E+14,5.31
18-07-2020,1.06956E+14,2.02
19-07-2020,1.029E+14,6.8
19-07-2020,1.029E+14,2.1
19-07-2020,1.029E+14,10.97
19-07-2020,1.029E+14,5.33
19-07-2020,1.029E+14,4.38
19-07-2020,1.029E+14,4.37
19-07-2020,1.029E+14,1.4
19-07-2020,1.029E+14,3.78
19-07-2020,1.029E+14,4.8
19-07-2020,1.029E+14,8.95
19-07-2020,1.029E+14,5.14
19-07-2020,1.029E+14,2.71
19-07-2020,1.029E+14,12
19-07-2020,1.029E+14,5.04
19-07-2020,1.029E+14,7.86
19-07-2020,1.029E+14,8
19-07-2020,1.029E+14,7.81
19-07-2020,1.029E+14,9.02
19-07-2020,1.029E+14,6.19
19-07-2020,1.029E+14,12.29
19-07-2020,1.029E+14,5.43
19-07-2020,1.029E+14,4.06
19-07-2020,1.029E+14,9.9
19-07-2020,1.029E+14,2.8
19-07-2020,1.029E+14,4.13
19-07-2020,1.029E+14,10.29
19-07-2020,1.029E+14,6.07
19-07-2020,1.029E+14,6.15
19-07-2020,1.029E+14,11.21
19-07-2020,1.029E+14,3.12
19-07-2020,1.029E+14,4.55
19-07-2020,1.029E+14,4.44
19-07-2020,1.029E+14,3.28
19-07-2020,1.029E+14,6.24
19-07-2020,1.029E+14,5.31
19-07-2020,1.06956E+14,2.05
20-07-2020,1.029E+14,6.8
20-07-2020,1.029E+14,2.18
20-07-2020,1.029E+14,10.05
20-07-2020,1.029E+14,5.33
20-07-2020,1.029E+14,4.38
20-07-2020,1.029E+14,4.37
20-07-2020,1.029E+14,1.56
20-07-2020,1.029E+14,3.83
20-07-2020,1.029E+14,5.05
20-07-2020,1.029E+14,8.71
20-07-2020,1.029E+14,5.14
20-07-2020,1.029E+14,2.71
20-07-2020,1.029E+14,12
20-07-2020,1.029E+14,5.05
20-07-2020,1.029E+14,7.86
20-07-2020,1.029E+14,8
20-07-2020,1.029E+14,7.82
20-07-2020,1.029E+14,8.88
20-07-2020,1.029E+14,6.15
20-07-2020,1.029E+14,12.44
20-07-2020,1.029E+14,5.44
20-07-2020,1.029E+14,4.07
20-07-2020,1.029E+14,9.96
20-07-2020,1.029E+14,2.8
20-07-2020,1.029E+14,10.21
20-07-2020,1.029E+14,6.08
20-07-2020,1.029E+14,6.21
20-07-2020,1.029E+14,11.24
20-07-2020,1.029E+14,3.13
20-07-2020,1.029E+14,4.22
20-07-2020,1.029E+14,4.42
20-07-2020,1.029E+14,3.38
20-07-2020,1.029E+14,6.25
20-07-2020,1.029E+14,5.31
20-07-2020,1.06956E+14,2.07
21-07-2020,1.029E+14,3.37
21-07-2020,1.029E+14,6.66
21-07-2020,1.029E+14,2.17
21-07-2020,1.029E+14,9.83
21-07-2020,1.029E+14,5.33
21-07-2020,1.029E+14,4.33
21-07-2020,1.029E+14,4.29
21-07-2020,1.029E+14,1.8
21-07-2020,1.029E+14,3.75
21-07-2020,1.029E+14,5.06
21-07-2020,1.029E+14,8.7
21-07-2020,1.029E+14,5.14
21-07-2020,1.029E+14,3
21-07-2020,1.029E+14,12
21-07-2020,1.029E+14,5.05
21-07-2020,1.029E+14,7.77
21-07-2020,1.029E+14,8
21-07-2020,1.029E+14,7.84
21-07-2020,1.029E+14,8.91
21-07-2020,1.029E+14,5.8
21-07-2020,1.029E+14,12.55
21-07-2020,1.029E+14,5.51
21-07-2020,1.029E+14,4.07
21-07-2020,1.029E+14,9.96
21-07-2020,1.029E+14,2.8
21-07-2020,1.029E+14,3.99
21-07-2020,1.029E+14,10.21
21-07-2020,1.029E+14,6.1
21-07-2020,1.029E+14,5.28
21-07-2020,1.029E+14,11.35
21-07-2020,1.029E+14,3.14
21-07-2020,1.029E+14,4.64
21-07-2020,1.029E+14,4.46
21-07-2020,1.029E+14,3.37
21-07-2020,1.029E+14,20
21-07-2020,1.029E+14,6.3
21-07-2020,1.029E+14,5.31
21-07-2020,1.06956E+14,2.07
22-07-2020,1.029E+14,3.5
22-07-2020,1.029E+14,6.54
22-07-2020,1.029E+14,2.17
22-07-2020,1.029E+14,9.85
22-07-2020,1.029E+14,4.57
22-07-2020,1.029E+14,4.2
22-07-2020,1.029E+14,4.3
22-07-2020,1.029E+14,1.8
22-07-2020,1.029E+14,3.75
22-07-2020,1.029E+14,5.06
22-07-2020,1.029E+14,8.8
22-07-2020,1.029E+14,4.73
